rebalance_date,strategy,universe,asset,weight,mrc,rc,rc_share
2024-01-21,hybrid_unconstrained_crypto,crypto,moex_return,0.16210724927546555,0.02538575465341379,0.004115214857646758,0.20009639349567507
2024-01-21,hybrid_unconstrained_crypto,crypto,ofz_return,0.49973995087867695,0.008212969662440322,0.00410434905567599,0.19956805952964926
2024-01-21,hybrid_unconstrained_crypto,crypto,ruonia_return,0.0,-7.09925154716849e-05,-0.0,-0.0
2024-01-21,mv_sample_base,base,gold_return,0.0030143493186583813,0.0005005549590216158,1.5088474996778814e-06,0.003143173175617339
2024-01-21,mv_sample_base,base,moex_return,0.0016453744039691995,0.0005006198880709315,8.237071499498362e-07,0.001715915106622281
2024-01-21,mv_sample_base,base,ofz_return,0.0,0.0038146930067636487,0.0,0.0
2024-01-21,mv_sample_base,base,ruonia_return,0.9953402762773724,0.0004799434190918784,0.000477707015356417,0.9951409117177603
2024-01-21,mv_sample_crypto,crypto,btc_return,0.0,0.000619408839477432,0.0,0.0
2024-01-21,mv_sample_crypto,crypto,eth_return,0.000434857448798218,0.0005002980266891853,2.1755832352484192e-07,0.00045587190679442086
2024-01-21,mv_sample_crypto,crypto,gold_return,0.0025939146528332993,0.0004978951434201316,1.2914975080920165e-06,0.0027062050400793935
