rebalance_date,strategy,enb
2024-04-21,hybrid_base,2.7082385477801854
2024-04-21,hybrid_crypto,4.821017704314776
2024-04-21,hybrid_loose_base,2.94922871171152
2024-04-21,hybrid_loose_crypto,4.971761474154121
2024-04-21,hybrid_ruonia_capped_base,2.7082385477801854
2024-04-21,hybrid_ruonia_capped_crypto,4.821017704314776
2024-04-21,hybrid_unconstrained_base,3.351673226389305
2024-04-21,hybrid_unconstrained_crypto,4.999993879552236
2024-04-21,mv_sample_base,1.0070748130135434
2024-04-21,mv_sample_crypto,1.0070818565493627
2024-04-21,mv_shrink_base,2.8247534734244693
2024-04-21,mv_shrink_crypto,2.14717983630402
2024-04-21,rp_sample_base,3.351673226389305
2024-04-21,rp_sample_crypto,4.999993879552236
2024-04-21,rp_shrink_base,3.999995797168527
2024-04-21,rp_shrink_crypto,5.999977727934758
2024-07-28,aw_base,2.1557888657736304
2024-07-28,aw_crypto,4.211101237784075
2024-07-28,ew_base,2.457998981780214
2024-07-28,ew_crypto,2.7119842013586513
2024-07-28,hybrid_base,2.72498237950898
2024-07-28,hybrid_crypto,4.797846327383117
2024-07-28,hybrid_loose_base,2.9525305431687854
2024-07-28,hybrid_loose_crypto,4.9686386099371775
2024-07-28,hybrid_ruonia_capped_base,2.72498237950898
2024-07-28,hybrid_ruonia_capped_crypto,4.797846327383117
2024-07-28,hybrid_unconstrained_base,2.9999969597071012
2024-07-28,hybrid_unconstrained_crypto,4.999994194511289
2024-07-28,mv_sample_base,1.0086967988014224
2024-07-28,mv_sample_crypto,1.008696951422448
2024-07-28,mv_shrink_base,2.766939435143629
2024-07-28,mv_shrink_crypto,2.091403333251902
2024-07-28,rp_sample_base,2.9999969597071012
2024-07-28,rp_sample_crypto,4.999994194511289
2024-07-28,rp_shrink_base,3.9999954637366173
2024-07-28,rp_shrink_crypto,5.9999749139094485
2024-10-27,aw_base,2.1479514113640388
2024-10-27,aw_crypto,4.164513589853742
2024-10-27,ew_base,2.4493570243250615
2024-10-27,ew_crypto,2.763924773919065
2024-10-27,hybrid_base,2.7217144720029576
2024-10-27,hybrid_crypto,4.7843195577040145
2024-10-27,hybrid_loose_base,2.9520454414770967
2024-10-27,hybrid_loose_crypto,4.9666038563748245
2024-10-27,hybrid_ruonia_capped_base,2.7217144720029576
2024-10-27,hybrid_ruonia_capped_crypto,4.7843195577040145
2024-10-27,hybrid_unconstrained_base,2.999997097351658
2024-10-27,hybrid_unconstrained_crypto,4.999994172007863
2024-10-27,mv_sample_base,1.0071922019071295
2024-10-27,mv_sample_crypto,1.0072001152548282
2024-10-27,mv_shrink_base,2.7237435446133356
2024-10-27,mv_shrink_crypto,2.089325465604835
2024-10-27,rp_sample_base,2.999997097351658
2024-10-27,rp_sample_crypto,4.999994172007863
2024-10-27,rp_shrink_base,3.999995158711708
2024-10-27,rp_shrink_crypto,5.999975408347526
2025-02-09,aw_base,2.1610761364204856
2025-02-09,aw_crypto,4.167321602860335
2025-02-09,ew_base,2.4766179415997875
2025-02-09,ew_crypto,2.7765401017227043
2025-02-09,hybrid_base,2.274633321971631
2025-02-09,hybrid_crypto,4.331357971457589
2025-02-09,hybrid_loose_base,2.550840666488045
2025-02-09,hybrid_loose_crypto,4.6739281062933395
2025-02-09,hybrid_ruonia_capped_base,2.2702619326607385
2025-02-09,hybrid_ruonia_capped_crypto,4.3192812247498615
2025-02-09,hybrid_unconstrained_base,3.54229423025276
2025-02-09,hybrid_unconstrained_crypto,5.575787160720283
2025-02-09,mv_sample_base,1.0049477642305666
2025-02-09,mv_sample_crypto,1.0049477185284135
2025-02-09,mv_shrink_base,2.5973532964151724
2025-02-09,mv_shrink_crypto,2.0652754454995446
2025-02-09,rp_sample_base,3.54229423025276
2025-02-09,rp_sample_crypto,5.575787160720283
2025-02-09,rp_shrink_base,3.9999943590986073
2025-02-09,rp_shrink_crypto,5.999977318675201
2025-05-11,aw_base,2.302511075655749
2025-05-11,aw_crypto,4.39550396880671
2025-05-11,ew_base,2.3462272231220793
2025-05-11,ew_crypto,2.6739039808533778
2025-05-11,hybrid_base,2.4168404490302255
2025-05-11,hybrid_crypto,4.501076947335344
2025-05-11,hybrid_loose_base,2.6876738764591264
2025-05-11,hybrid_loose_crypto,4.749868221585933
2025-05-11,hybrid_ruonia_capped_base,2.4109405976212583
2025-05-11,hybrid_ruonia_capped_crypto,4.493401570309716
2025-05-11,hybrid_unconstrained_base,3.5694290285637185
2025-05-11,hybrid_unconstrained_crypto,5.566413960391711
2025-05-11,mv_sample_base,1.007849224408677
2025-05-11,mv_sample_crypto,1.0078389734684807
2025-05-11,mv_shrink_base,1.8333669732234668
2025-05-11,mv_shrink_crypto,2.223768476903843
2025-05-11,rp_sample_base,3.5694290285637185
2025-05-11,rp_sample_crypto,5.566413960391711
2025-05-11,rp_shrink_base,3.999906000181532
2025-05-11,rp_shrink_crypto,5.9999703505997495
2025-08-10,aw_base,2.2779170289973005
2025-08-10,aw_crypto,4.34895024718113
2025-08-10,ew_base,2.4478475369797983
2025-08-10,ew_crypto,2.677200803543967
2025-08-10,hybrid_base,2.4085579335846785
2025-08-10,hybrid_crypto,4.493392574332511
2025-08-10,hybrid_loose_base,2.709289604512762
