rebalance_date,strategy,diversification_ratio
2025-11-09,hybrid_loose_crypto,1.7573264678841187
2025-11-09,hybrid_ruonia_capped_base,1.553326263093237
2025-11-09,hybrid_ruonia_capped_crypto,1.7531766362033665
2025-11-09,hybrid_unconstrained_base,1.864696209514386
2025-11-09,hybrid_unconstrained_crypto,1.7583968708539104
2025-11-09,mv_sample_base,1.3303202945132493
2025-11-09,mv_sample_crypto,1.3311630404151729
2025-11-09,mv_shrink_base,1.5221100321286922
2025-11-09,mv_shrink_crypto,1.736982592282494
2025-11-09,rp_sample_base,1.864696209514386
2025-11-09,rp_sample_crypto,1.7583968708539104
2025-11-09,rp_shrink_base,1.8839786045282847
2025-11-09,rp_shrink_crypto,2.046061010525942
2026-02-22,aw_base,1.5149352058253718
2026-02-22,aw_crypto,1.7431481762982113
2026-02-22,ew_base,1.5577614719051156
2026-02-22,ew_crypto,1.3817019844525977
2026-02-22,hybrid_base,1.5750630637459
2026-02-22,hybrid_crypto,1.7571040717760982
2026-02-22,hybrid_loose_base,1.6751309563115864
2026-02-22,hybrid_loose_crypto,1.7614308645959698
2026-02-22,hybrid_ruonia_capped_base,1.5380769664748914
2026-02-22,hybrid_ruonia_capped_crypto,1.757104071776098
2026-02-22,hybrid_unconstrained_base,1.8426913247761907
2026-02-22,hybrid_unconstrained_crypto,1.7627027828731427
2026-02-22,mv_sample_base,1.2744743877361004
2026-02-22,mv_sample_crypto,1.2961514900538744
2026-02-22,mv_shrink_base,1.5308785511473295
2026-02-22,mv_shrink_crypto,1.7032772312310125
2026-02-22,rp_sample_base,1.8426913247761907
2026-02-22,rp_sample_crypto,1.7627027828731427
2026-02-22,rp_shrink_base,1.8866497235384172
2026-02-22,rp_shrink_crypto,2.042787719335308
