rebalance_date,strategy,universe,asset,weight
2020-01-26,hybrid_loose_crypto,crypto,gold_return,0.08347597412257807
2020-01-26,hybrid_loose_crypto,crypto,moex_return,0.08103893427507554
2020-01-26,hybrid_loose_crypto,crypto,ofz_return,0.1835387399028322
2020-01-26,hybrid_loose_crypto,crypto,ruonia_return,0.6254524968720907
2020-01-26,hybrid_ruonia_capped_base,base,gold_return,0.17691598414889137
2020-01-26,hybrid_ruonia_capped_base,base,moex_return,0.23205244606273057
2020-01-26,hybrid_ruonia_capped_base,base,ofz_return,0.341031569788378
2020-01-26,hybrid_ruonia_capped_base,base,ruonia_return,0.25
2020-01-26,hybrid_ruonia_capped_crypto,crypto,btc_return,0.035807871435706386
2020-01-26,hybrid_ruonia_capped_crypto,crypto,eth_return,0.035123808874720074
2020-01-26,hybrid_ruonia_capped_crypto,crypto,gold_return,0.16686610599229837
2020-01-26,hybrid_ruonia_capped_crypto,crypto,moex_return,0.1894698745703882
2020-01-26,hybrid_ruonia_capped_crypto,crypto,ofz_return,0.322732339126887
2020-01-26,hybrid_ruonia_capped_crypto,crypto,ruonia_return,0.25000000000000006
2020-01-26,hybrid_unconstrained_base,base,gold_return,0.058059019861197936
2020-01-26,hybrid_unconstrained_base,base,moex_return,0.03848398342314504
2020-01-26,hybrid_unconstrained_base,base,ofz_return,0.1474466956282912
2020-01-26,hybrid_unconstrained_base,base,ruonia_return,0.7560103010873659
2020-01-26,hybrid_unconstrained_crypto,crypto,btc_return,0.004580006123599448
2020-01-26,hybrid_unconstrained_crypto,crypto,eth_return,0.0035373206601582146
2020-01-26,hybrid_unconstrained_crypto,crypto,gold_return,0.05434500358454679
2020-01-26,hybrid_unconstrained_crypto,crypto,moex_return,0.038798683796475913
2020-01-26,hybrid_unconstrained_crypto,crypto,ofz_return,0.141923536079332
2020-01-26,hybrid_unconstrained_crypto,crypto,ruonia_return,0.7568154497558877
2020-01-26,mv_sample_base,base,gold_return,0.0001750002066437101
2020-01-26,mv_sample_base,base,moex_return,0.0012064668486050333
2020-01-26,mv_sample_base,base,ofz_return,0.0011144496468951453
2020-01-26,mv_sample_base,base,ruonia_return,0.9975040832978561
2020-01-26,mv_sample_crypto,crypto,btc_return,0.0
2020-01-26,mv_sample_crypto,crypto,eth_return,4.57479854911095e-21
2020-01-26,mv_sample_crypto,crypto,gold_return,0.0001750087964956483
2020-01-26,mv_sample_crypto,crypto,moex_return,0.001206532612309719
2020-01-26,mv_sample_crypto,crypto,ofz_return,0.001114382154071278
2020-01-26,mv_sample_crypto,crypto,ruonia_return,0.9975040764371234
2020-01-26,mv_shrink_base,base,gold_return,0.04642467450142481
2020-01-26,mv_shrink_base,base,moex_return,0.008486498824649831
2020-01-26,mv_shrink_base,base,ofz_return,0.21394392882784227
2020-01-26,mv_shrink_base,base,ruonia_return,0.731144897846083
2020-01-26,mv_shrink_crypto,crypto,btc_return,0.0011259890064909855
2020-01-26,mv_shrink_crypto,crypto,eth_return,1.186815578773627e-19
2020-01-26,mv_shrink_crypto,crypto,gold_return,0.1831951815709382
2020-01-26,mv_shrink_crypto,crypto,moex_return,0.12825803388241291
2020-01-26,mv_shrink_crypto,crypto,ofz_return,0.3226256815142559
2020-01-26,mv_shrink_crypto,crypto,ruonia_return,0.36479511402590203
2020-01-26,rp_sample_base,base,gold_return,0.058059019861197936
2020-01-26,rp_sample_base,base,moex_return,0.03848398342314504
2020-01-26,rp_sample_base,base,ofz_return,0.1474466956282912
2020-01-26,rp_sample_base,base,ruonia_return,0.7560103010873659
2020-01-26,rp_sample_crypto,crypto,btc_return,0.004580006123599448
2020-01-26,rp_sample_crypto,crypto,eth_return,0.0035373206601582146
2020-01-26,rp_sample_crypto,crypto,gold_return,0.05434500358454679
2020-01-26,rp_sample_crypto,crypto,moex_return,0.038798683796475913
2020-01-26,rp_sample_crypto,crypto,ofz_return,0.141923536079332
2020-01-26,rp_sample_crypto,crypto,ruonia_return,0.7568154497558877
2020-01-26,rp_shrink_base,base,gold_return,0.12280627622259985
2020-01-26,rp_shrink_base,base,moex_return,0.0848015830482247
2020-01-26,rp_shrink_base,base,ofz_return,0.27798118786972387
2020-01-26,rp_shrink_base,base,ruonia_return,0.5144109528594516
2020-01-26,rp_shrink_crypto,crypto,btc_return,0.025371543464320967
2020-01-26,rp_shrink_crypto,crypto,eth_return,0.020009577558802172
2020-01-26,rp_shrink_crypto,crypto,gold_return,0.20020231971426664
2020-01-26,rp_shrink_crypto,crypto,moex_return,0.17917631571204598
2020-01-26,rp_shrink_crypto,crypto,ofz_return,0.2756493703727757
2020-01-26,rp_shrink_crypto,crypto,ruonia_return,0.29959087317778865
2020-05-10,aw_base,base,gold_return,0.2
2020-05-10,aw_base,base,moex_return,0.3
2020-05-10,aw_base,base,ofz_return,0.35
2020-05-10,aw_base,base,ruonia_return,0.15
2020-05-10,aw_crypto,crypto,btc_return,0.05
2020-05-10,aw_crypto,crypto,eth_return,0.05
2020-05-10,aw_crypto,crypto,gold_return,0.2
2020-05-10,aw_crypto,crypto,moex_return,0.25
